position,track,artist,featured_artists
110,Nosedive,Post Malone,Lainey Wilson
65,"Aaj Ki Raat (From ""Stree 2"")","Madhubanti Bagchi, Divya Kumar & Sachin-Jigar",N/A
136,Have The Heart,Post Malone,Dolly Parton
30,Uwaie,Kapo,N/A
162,Goes Without Saying,Post Malone,Brad Paisley
183,Missin' You Like This,Post Malone,Luke Combs
190,Pretty Slowly,Benson Boone,N/A
198,Hide My Gun,Post Malone,HARDY
2,Taste,Sabrina Carpenter,N/A
15,Good Graces,Sabrina Carpenter,N/A
14,Bed Chem,Sabrina Carpenter,N/A
22,Juno,Sabrina Carpenter,N/A
23,Sharpest Tool,Sabrina Carpenter,N/A
25,Coincidence,Sabrina Carpenter,N/A
30,Slim Pickins,Sabrina Carpenter,N/A
35,Dumb & Poetic,Sabrina Carpenter,N/A
39,Don't Smile,Sabrina Carpenter,N/A
45,Lie To Girls,Sabrina Carpenter,N/A
50,Wonderwall,Oasis,N/A
91,Drugs You Should Try It,Travis Scott,N/A
52,Se Me Olvida,Maisak,Feid
50,We Pray,Coldplay,"Little Simz, Burna Boy, Elyanna & TINI"
10,Sailor Song,Gigi Perez,N/A
157,Los Cuadros,Peso Pluma & Tito Double P,N/A
162,Carry You Home,Alex Warren,N/A
92,Don't Look Back In Anger,Oasis,N/A
17,Crazy,LE SSERAFIM,N/A
127,Tailor Swif,A$AP Rocky,N/A
72,Peligrosa,FloyyMenor,N/A
28,Dos Dias,Tito Double P & Peso Pluma,N/A
144,No Face,Drake,N/A
148,Circadian Rhythm,Drake,N/A
104,Baby I'm Back,The Kid LAROI,N/A
195,"Aayi Nai (From ""Stree 2"")","Pawan Singh, Simran Choudhary, Divya Kumar & Sachin-Jigar",N/A
3,The Emptiness Machine,Linkin Park,N/A
17,Neva Play,Megan Thee Stallion & RM,N/A
102,Faint,Linkin Park,N/A
27,El Lokeron,Tito Double P,N/A
35,Diet Pepsi,Addison Rae,N/A
58,Touch,KATSEYE,N/A
183,Disco,Surf Curse,N/A
184,One Step Closer,Linkin Park,N/A
148,I Adore You,HUGEL X Topic X Arash,Daecolm
55,Escapate,Tito Double P & Chino Pacas,N/A
194,Can't Stop,Red Hot Chili Peppers,N/A
199,You Shook Me All Night Long,AC/DC,N/A
200,Sex On Fire,Kings Of Leon,N/A
10,Dancing In The Flames,The Weeknd,N/A
16,All Red,Playboi Carti,N/A
19,It's Ok I'm Ok,Tate McRae,N/A
31,Bad Dreams,Teddy Swims,N/A
91,Talk Talk,Charli xcx,Troye Sivan
53,Despues de Las 1,Cris Mj & FloyyMenor,N/A
93,Rey Sin Reina,Julion Alvarez y Su Norteno Banda,N/A
198,Linger,The Cranberries,N/A
39,Teflon Don,Future,N/A
14,Heavy Is The Crown,Linkin Park,N/A
46,Lil Demon,Future,N/A
54,Too Fast,Future,N/A
56,Ski,Future,N/A
69,Plutoski,Future,N/A
81,Una Velita,Bad Bunny,N/A
91,Keep Up,Odetari,N/A
59,Embrace It,Ndotz,N/A
129,Ready To Cook Up,Future,N/A
146,Ocean,Future,N/A
136,Burning Down,Alex Warren,N/A
3,Timeless,The Weeknd & Playboi Carti,N/A
23,Q U E V A S H A C E R H O Y ?,Omar Courtz & De La Rose,N/A
28,Soltera,Shakira,N/A
4,Tu Boda,Oscar Maydon & Fuerza Regida,N/A
131,New Drop,Don Toliver,N/A
24,Moonlit Floor,LISA,N/A
37,Otonoke,Creepy Nuts,N/A
129,Don't Dream It's Over,Crowded House,N/A
156,All My Love,Coldplay,N/A
71,Thick Of It,KSI,Trippie Redd
3,Mantra,JENNIE,N/A
20,Sympathy Is A Knife,Charli xcx,Ariana Grande
27,Up,KARINA,N/A
48,25,Rod Wave,N/A
131,365,Charli xcx,N/A
62,Whatchu Kno About Me,GloRilla & Sexyy Red,N/A
159,Super Tuna,JIN,N/A
50,"Love, Money, Fame",SEVENTEEN,DJ Khaled
166,Last Lap,Rod Wave,N/A
174,Sparks,Coldplay,N/A
153,Ay Mama,Tito Double P & Grupo Frontera,N/A
168,It Will Rain,Bruno Mars,N/A
199,Club Classics,Charli xcx,N/A
1,APT.,ROSE & Bruno Mars,N/A
8,Love Somebody,Morgan Wallen,N/A
23,Story Of My Life,One Direction,N/A
8,Whiplash,aespa,N/A
4,That’s So True,Gracie Abrams,N/A
55,What Makes You Beautiful,One Direction,N/A
11,Noid,"Tyler, The Creator",N/A
94,Perfect,One Direction,N/A
140,Steal My Girl,One Direction,N/A
193,You & I,One Direction,N/A
10,St. Chroma,"Tyler, The Creator",Daniel Caesar
14,Disease,Lady Gaga,N/A
24,"Darling, I","Tyler, The Creator",Teezo Touchdown
25,I'll Be There,JIN,N/A
26,Rah Tah Tah,"Tyler, The Creator",N/A
23,Sticky,"Tyler, The Creator","GloRilla, Sexyy Red & Lil Wayne"
39,Hey Jane,"Tyler, The Creator",N/A
41,Thought I Was Dead,"Tyler, The Creator",ScHoolboy Q & Santigold
51,Judge Judy,"Tyler, The Creator",N/A
54,Take Your Mask Off,"Tyler, The Creator",Daniel Caesar & Latoiya Williams
56,I Killed You,"Tyler, The Creator",N/A
37,Like Him,"Tyler, The Creator",Lola Young
55,Barbie,DJ Glenner & MC Tuto,N/A
48,Presidente,"Gabito Ballesteros, Natanael Cano, Neton Vega & Luis R Conriquez",N/A
83,Tomorrow,"Tyler, The Creator",N/A
90,Balloon,"Tyler, The Creator",Doechii
110,Cherish (My Love),ILLIT,N/A
68,Over Each Other,Linkin Park,N/A
132,I Hope You Find Your Way Home,"Tyler, The Creator",N/A
73,Degenere,Myke Towers,benny blanco
150,Heart Of A Woman,Summer Walker,N/A
193,Treasure,Bruno Mars,N/A
15,Sao Paulo,The Weeknd & Anitta,N/A
29,POWER,G-DRAGON,N/A
30,Drip,BABYMONSTER,N/A
130,Nueva Era,DuKi & Myke Towers,N/A
138,Chill Bae,Lil Uzi Vert,N/A
197,Light Year (Practice),Lil Uzi Vert,N/A
20,+57,"Karol G, Feid & DFZM","Ovy On The Drums, J Balvin, Maluma, Ryan Castro & Blessd"
74,High Road,Zach Bryan,N/A
160,This World's A Giant,Zach Bryan,N/A
163,Labour,Paris Paloma,N/A
168,Sana Guvenmiyorum,Dedubluman & Aleyna Tilki,N/A
140,Feel Good Inc,Gorillaz,N/A
106,No Pole,Don Toliver,N/A
195,Over The Moon,TOMORROW X TOGETHER,N/A
5,Running Wild,JIN,N/A
20,Que Pasaria...,Rauw Alejandro & Bad Bunny,N/A
29,Two Faced,Linkin Park,N/A
32,2 Hands,Tate McRae,N/A
28,Khe?,Rauw Alejandro & Romeo Santos,N/A
45,No One Noticed,The Marias,N/A
57,Se Fue,Rauw Alejandro & Laura Pausini,N/A
65,Tu Con El,Rauw Alejandro,N/A
80,Cut The Bridge,Linkin Park,N/A
118,Stained,Linkin Park,N/A
123,Revolu,Rauw Alejandro & Feid,N/A
127,Good Things Go,Linkin Park,N/A
136,Overflow,Linkin Park,N/A
138,Casualty,Linkin Park,N/A
150,IGYEIH,Linkin Park,N/A
152,Heart On The Window,JIN & WENDY,N/A
157,Dejame Entrar,Rauw Alejandro,N/A
167,AGATS2 (Insecure),Juice WRLD & Nicki Minaj,N/A
199,Igloo,KISS OF LIFE,N/A
3,Squabble Up,Kendrick Lamar,N/A
3,Luther,Kendrick Lamar & SZA,N/A
5,TV Off,Kendrick Lamar,Lefty Gunplay
6,Wacced Out Murals,Kendrick Lamar,N/A
10,Hey Now,Kendrick Lamar,Dody6
12,Reincarnated,Kendrick Lamar,N/A
13,Man At The Garden,Kendrick Lamar,N/A
15,Dodger Blue,Kendrick Lamar,"Wallie the Sensei, Siete7x & Roddy Ricch"
16,Heart Pt. 6,Kendrick Lamar,N/A
20,Peekaboo,Kendrick Lamar,AzChike
11,Ma Meilleure Ennemie,Stromae & Pomme,N/A
29,Number One Girl,ROSE,N/A
32,Gloria,Kendrick Lamar & SZA,N/A
27,Home Sweet Home,G-DRAGON,TAEYANG & DAESUNG
35,GNX,Kendrick Lamar,"Hitta J3, YoungThreat & Peysoh"
41,Defying Gravity,Cynthia Erivo,Ariana Grande
54,Popular,Ariana Grande,N/A
41,Nadie,Tito Double P,N/A
83,What Is This Feeling?,Ariana Grande & Cynthia Erivo,N/A
141,Cosas Pendientes,Maluma,N/A
137,The Line,Twenty One Pilots,N/A
181,To Ashes And Blood,Woodkid,N/A
163,Ran$om,Lil Tecca,N/A
33,Winter Ahead,V With Park Hyo Shin,N/A
76,Empty Out Your Pockets,Juice WRLD,N/A
134,Misfit,Juice WRLD,N/A
5,Messy,Lola Young,N/A
184,Bitter Vacances,Mrs. GREEN APPLE,N/A
191,Nanani Nanana,Gazo,N/A
15,Toxic Till The End,ROSE,N/A
15,El Club,Bad Bunny,N/A
48,Strategy,TWICE,Megan Thee Stallion
34,Rosones,Tito Double P,N/A
72,White Christmas,V & Bing Crosby,N/A
127,Gervonta,Peso Pluma,N/A
151,Drinks Or Coffee,ROSE,N/A
164,Amapola,Natanael Cano X Nueva H,N/A
165,3am,ROSE,N/A
177,Gameboy,ROSE,N/A
183,Two Years,ROSE,N/A
198,Stay A Little Longer,ROSE,N/A
66,Walkin On Water,Stray Kids,N/A
77,Indigo,Sam Barber,Avery Anna
80,Beanie,Chezile,N/A
80,Christmas Magic,Laufey,N/A
70,Push 2 Start,Tyla,N/A
39,Blue,yung kai,N/A
118,Swim,Chase Atlantic,N/A
71,Ultima Noite,Leo Foguete,N/A
27,30 For 30,SZA With Kendrick Lamar,N/A
84,O Holy Night,Celine Dion,N/A
90,Run Rudolph Run,Mark Ambor,N/A
24,BMF,SZA,N/A
122,Drive,SZA,N/A
128,Santa Baby,Laufey,N/A
129,Under The Tree,Ed Sheeran,N/A
130,Holiday Road,Kesha,N/A
142,Winter Wonderland,Michael Buble,N/A
144,It Can't Be Christmas,Tom Grennan,N/A
146,Diamond Boy (DTM),SZA,N/A
156,Christmas Eve (Sarajevo 12/24),Trans-Siberian Orchestra,N/A
164,Santa Doesn’t Know You Like I Do,Sabrina Carpenter,N/A
165,What Do I Do,SZA,N/A
169,Sleigh Ride,Ella Fitzgerald,N/A
171,Mary's Boy Child / Oh My Lord,Boney M.,N/A
173,Do You Hear What I Hear?,Bing Crosby With Ralph Carmichael Orchestra & Chorus,N/A
140,Scorsese Baby Daddy,SZA,N/A
191,No More Hiding,SZA,N/A
196,Crybaby,SZA,N/A
24,Loco,Neton Vega,N/A
59,Oh Garota Eu Quero Voce So Pra Mim,"Oruam, Ze Felipe & MC Tuto","DJ LC da Roca, MC K9, MC Rodrigo do CN & mc pl alves"
19,Smile,Morgan Wallen,N/A
59,La La La,Naughty Boy,Sam Smith
33,Pitorro de Coco,Bad Bunny,N/A
109,Descer Pra BC,Brenno & Matheus & DJ Ari SL,N/A
66,Capaz,Alleh & Yorghaki,N/A
90,Me Jalo,Fuerza Regida & Grupo Frontera,N/A
179,Fui Mlk,"Nilo, MC Paiva, DJ Di Marques & Kyo",N/A
183,Good News,Shaboozey,N/A
5,Nuevayol,Bad Bunny,N/A
4,Baile Inolvidable,Bad Bunny,N/A
1,DTMF,Bad Bunny,N/A
8,Voy A Llevarte Pa PR,Bad Bunny,N/A
9,Velda,"Bad Bunny, Omar Courtz & Dei V",N/A
14,Perfumito Nuevo,Bad Bunny & RaiNao,N/A
12,Weltita,Bad Bunny & Chuwi,N/A
10,EOO,Bad Bunny,N/A
32,"Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future",N/A
20,Ketu Tecre,Bad Bunny,N/A
18,Kloufrens,Bad Bunny,N/A
28,Bokete,Bad Bunny,N/A
24,Turista,Bad Bunny,N/A
31,Cafe Con Ron,Bad Bunny & Los Pleneros de La Cresta,N/A
56,Tweaker,GELO,N/A
34,La Mudanza,Bad Bunny,N/A
43,Lo Que Le Paso A Hawaii,Bad Bunny,N/A
102,Stuff,Lil Baby,Travis Scott
24,Denial Is A River,Doechii,N/A
47,The Days,CHRYSTAL,N/A
153,Outfit,Lil Baby & 21 Savage,N/A
88,Imaginate,Danny Ocean & Kapo,N/A
84,Mi Refe,Beele & Ovy On The Drums,N/A
169,By Myself,Lil Baby & Rylo Rodriguez,Rod Wave
187,F U 2x,Lil Baby,N/A
91,Are You Even Real,Teddy Swims & GIVEON,N/A
177,No. 1 Party Anthem,Arctic Monkeys,N/A
182,Deportivo,Blessd x Anuel AA,N/A
188,"If I Say, I Love You",BOYNEXTDOOR,N/A
144,Breakin' Dishes,Rihanna,N/A
43,GBP,Central Cee,21 Savage
97,Rebel Heart,IVE,N/A
129,Bandida,Luis R Conriquez & Peso Pluma,N/A
79,Darling,Mrs. GREEN APPLE,N/A
70,Parte y Choke,Jombriel X Alex Krack X Jotta,N/A
187,Rosones,Jorsshh & Fuerza Regida,N/A
17,Sports Car,Tate McRae,N/A
18,4X4,Travis Scott,N/A
22,Fat Juicy & Wet,Sexyy Red & Bruno Mars,N/A
98,Truth In The Lies,Central Cee & Lil Durk,N/A
140,I Like Me Better,Lauv,N/A
141,CRG,Central Cee & Dave,N/A
160,Plazma,Kenshi Yonezu,N/A
102,Headlock,Imogen Heap,N/A
200,Let Me Love You,DJ Snake,Justin Bieber
7,Cry For Me,The Weeknd,N/A
5,Abracadabra,Lady Gaga,N/A
16,I'm The Problem,Morgan Wallen,N/A
29,Love Hangover,JENNIE & Dominic Fike,N/A
30,Open Hearts,The Weeknd,N/A
31,Wake Me Up,The Weeknd & Justice,N/A
34,Baptized In Fear,The Weeknd,N/A
38,Reflections Laughing,"The Weeknd, Travis Scott & Florence + The Machine",N/A
39,7 Dias,Gabito Ballesteros & Tito Double P,N/A
52,The Abyss,The Weeknd & Lana Del Rey,N/A
56,Enjoy The Show,The Weeknd & Future,N/A
65,Niagara Falls,The Weeknd,N/A
83,Opening Night,The Weeknd,N/A
84,Again,Fetty Wap,N/A
85,Take Me Back To LA,The Weeknd,N/A
86,Given Up On Me,The Weeknd,N/A
111,I Can't Wait To Get There,The Weeknd,N/A
165,Give Me Mercy,The Weeknd,N/A
189,Big Sleep,The Weeknd & Giorgio Moroder,N/A
200,Red Terror,The Weeknd,N/A
22,Born Again,LISA,Doja Cat & RAYE
40,Ordinary,Alex Warren,N/A
50,Te Queria Ver,Aleman X Neton Vega,N/A
79,Twenties,Giveon,N/A
139,Love.,Kendrick Lamar,Zacari
143,Attitude,IVE,N/A
155,Nissan Altima,Doechii,N/A
160,She Will,Lil Wayne,Drake
175,Alright,Kendrick Lamar,N/A
186,Swimming Pools (Drank),Kendrick Lamar,N/A
192,Baby (Is It A Crime),Rema,N/A
195,Dash,PLAVE,N/A
18,Gimme A Hug,Drake,N/A
19,Nokia,Drake,N/A
23,Busy Woman,Sabrina Carpenter,N/A
26,CN Tower,PARTYNEXTDOOR & Drake,N/A
32,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",N/A
37,Something About You,PARTYNEXTDOOR & Drake,N/A
38,Moth Balls,PARTYNEXTDOOR & Drake,N/A
43,Somebody Loves Me,PARTYNEXTDOOR & Drake,N/A
45,Deeper,PARTYNEXTDOOR,N/A
47,Earthquake,Jisoo,N/A
51,Spider-Man Superman,PARTYNEXTDOOR & Drake,N/A
53,Crying In Chanel,Drake,N/A
56,Balorda Nostalgia,Olly,N/A
57,Pimmie's Dilemma,"Pimmie, PARTYNEXTDOOR & Drake",N/A
58,Small Town Fame,Drake,N/A
67,Raining In Houston,Drake,N/A
72,15 Minutes,Sabrina Carpenter,N/A
73,Brian Steel,Drake,N/A
65,Por Esos Ojos,Fuerza Regida,N/A
103,Meet Your Padre,"PARTYNEXTDOOR, Drake & Chino Pacas",N/A
105,Lasers,PARTYNEXTDOOR & Drake,N/A
126,Couldn't Make It Any Harder,Sabrina Carpenter,N/A
132,Celibacy,PARTYNEXTDOOR & Drake,N/A
144,Bad Reviews,Sabrina Carpenter,N/A
146,Greedy,PARTYNEXTDOOR & Drake,N/A
156,Battito,Fedez,N/A
109,Morena,Neton Vega & Peso Pluma,N/A
172,OMW,PARTYNEXTDOOR & Drake,N/A
173,When He's Gone,PARTYNEXTDOOR & Drake,N/A
190,Nice To Meet You,Myles Smith,N/A
193,La Cura Per Me,Giorgia,N/A
18,ExtraL,JENNIE & Doechii,N/A
20,Revolving Door,Tate McRae,N/A
37,I Know Love,Tate McRae Featuring The Kid LAROI,N/A
43,Dear God,Tate McRae,N/A
48,LV Bag,"Don Toliver, j-hope, Pharrell Williams & Speedy",N/A
54,Call Me When You Break Up,"Selena Gomez, benny blanco & Gracie Abrams",N/A
55,Miss Possessive,Tate McRae,N/A
60,Purple Lace Bra,Tate McRae,N/A
85,Bloodonmyhands,Tate McRae,Flo Milli
96,Kaiju,sakanaction,N/A
108,Signs,Tate McRae,N/A
134,Wackelkontakt,Oimara,N/A
138,Too Bad,G-DRAGON & Anderson .Paak,N/A
155,Mutt,Leon Thomas,N/A
175,cLOUDs,J. Cole,N/A
176,M&M,Neton Vega,N/A
180,Like I Do,Tate McRae,N/A
185,El Mayor de Los Ranas,Victor Valverde X JR Torres,N/A
196,Mi Vida Mi Muerte,Neton Vega,N/A
