decades_since_2020_Sept,date,rank, rank_norm, title,main_artist,featured_artists
0.10733944468784228,2021-10-02,89,0.105999788000636,Am I Dreaming,'Lil Nas X',"""'Miley Cyrus'"""
0.10733944468784228,2021-10-02,101,0.09950371902099892,Sticker,'NCT 127',"""None"""
0.10733944468784228,2021-10-02,105,0.09759000729485333,Romance,'YOASOBI',"""None"""
0.10733944468784228,2021-10-02,106,0.09712858623572641,Dont Want It,'Lil Nas X',"""None"""
0.10733944468784228,2021-10-02,141,0.0842151921066519,Void,'Lil Nas X',"""None"""
0.10733944468784228,2021-10-02,170,0.07669649888473704,Wildest Dreams,'Taylor Swift',"""None"""
0.10733944468784228,2021-10-02,183,0.07392212709545729,Life After Salem,'Lil Nas X',"""None"""
0.10733944468784228,2021-10-02,185,0.07352146220938077,On My Side,'YoungBoy Never Broke Again',"""None"""
0.1092562026286966,2021-10-09,1,1.0,My Universe,'Coldplay',"""'BTS'"""
0.1092562026286966,2021-10-09,42,0.1543033499620919,Your Heart,'Joyner Lucas',"""'J. Cole'"""
0.1092562026286966,2021-10-09,44,0.15075567228888181,Loco,'iTZY',"""None"""
0.1092562026286966,2021-10-09,45,0.14907119849998599,Too Easy,'Gunna',"""'Future'"""
0.1092562026286966,2021-10-09,55,0.13483997249264842,Bad Morning,'YoungBoy Never Broke Again',"""None"""
0.1092562026286966,2021-10-09,77,0.11396057645963795,No Where,'YoungBoy Never Broke Again',"""None"""
0.1092562026286966,2021-10-09,93,0.10369516947304253,Bored,'Billie Eilish',"""None"""
0.1092562026286966,2021-10-09,96,0.10206207261596577,Sejodioto,'Karol G',"""None"""
0.1092562026286966,2021-10-09,103,0.09853292781642932,Hold Me Down,'YoungBoy Never Broke Again',"""None"""
0.1092562026286966,2021-10-09,109,0.09578262852211514,Nevada,'YoungBoy Never Broke Again',"""None"""
0.1092562026286966,2021-10-09,110,0.09534625892455924,For Tonight,'Giveon',"""None"""
0.1092562026286966,2021-10-09,118,0.09205746178983235,50 Shots,'YoungBoy Never Broke Again',"""None"""
0.1092562026286966,2021-10-09,124,0.08980265101338746,Smoke Strong,'YoungBoy Never Broke Again',"""None"""
0.1092562026286966,2021-10-09,149,0.08192319205190406,Sincerely,'YoungBoy Never Broke Again',"""None"""
0.1092562026286966,2021-10-09,151,0.08137884587711594,Break Or Make Me,'YoungBoy Never Broke Again',"""None"""
0.1092562026286966,2021-10-09,156,0.08006407690254357,I Can't Take It Back,'YoungBoy Never Broke Again',"""None"""
0.1092562026286966,2021-10-09,183,0.07392212709545729,"...And To Those I Love, Thanks For Sticking Around",'$uicideboy$',"""None"""
0.1092562026286966,2021-10-09,184,0.07372097807744857,Rich Shit,'YoungBoy Never Broke Again',"""None"""
0.1092562026286966,2021-10-09,192,0.07216878364870323,Jugaste y Sufri,'Eslabon Armado',"""'DannyLu x'"""
0.11117296056955094,2021-10-16,12,0.2886751345948129,The Feels,'TWICE',"""None"""
0.11117296056955094,2021-10-16,53,0.13736056394868904,Last One Standing,'Skylar Grey',"""'Polo G', 'Mozzy', 'Eminem'"""
0.11117296056955094,2021-10-16,56,0.1336306209562122,Intro (Hate On Me),'Meek Mill',"""None"""
0.11117296056955094,2021-10-16,73,0.11704114719613057,Lo Siento BB:/,'Tainy',"""'Bad Bunny', 'Julieta Venegas'"""
0.11117296056955094,2021-10-16,77,0.11396057645963795,Savage,'aespa',"""None"""
0.11117296056955094,2021-10-16,112,0.0944911182523068,Hot,'Meek Mill',"""'Moneybagg Yo'"""
0.11117296056955094,2021-10-16,145,0.08304547985373997,El Incomprendido,'Farruko',"""'Victor Cardenas', 'DJ Adoni'"""
0.11117296056955094,2021-10-16,153,0.08084520834544433,On My Soul,'Meek Mill',"""None"""
0.11117296056955094,2021-10-16,160,0.07905694150420949,Expensive Pain,'Meek Mill',"""None"""
0.11117296056955094,2021-10-16,174,0.07580980435789034,Outside (100 MPH),'Meek Mill',"""None"""
0.11117296056955094,2021-10-16,175,0.07559289460184544,She Knows,'J. Cole',"""'Amber Coffman', 'The Cults'"""
0.11117296056955094,2021-10-16,178,0.07495316889958614,Without Me,'Eminem',"""None"""
0.11117296056955094,2021-10-16,181,0.07432941462471664,Esta Danada,'Ivan Cornejo',"""None"""
0.11117296056955094,2021-10-16,184,0.07372097807744857,The Real Slim Shady,'Eminem',"""None"""
0.11117296056955094,2021-10-16,187,0.07312724241271307,Fue Mejor,'Kali Uchis',"""'PARTYNEXTDOOR Or SZA'"""
0.11117296056955094,2021-10-16,198,0.07106690545187015,"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",'Grupo Firme',"""None"""
0.11308971851040525,2021-10-23,37,0.1643989873053573,Who Want Smoke??,'Nardo Wick',"""'G Herbo', 'Lil Durk', '21 Savage'"""
0.11308971851040525,2021-10-23,46,0.14744195615489714,Flocky Flocky,'Don Toliver',"""'Travis Scott'"""
0.11308971851040525,2021-10-23,67,0.12216944435630522,MAMMAMIA,'Maneskin',"""None"""
0.11308971851040525,2021-10-23,86,0.10783277320343841,Boyz,'Jesy Nelson',"""'Nicki Minaj'"""
0.11308971851040525,2021-10-23,90,0.10540925533894598,Red Eye,'Justin Bieber',"""'TroyBoi'"""
0.11308971851040525,2021-10-23,93,0.10369516947304253,WFM,'RealestK',"""None"""
0.11308971851040525,2021-10-23,117,0.09245003270420485,When We Were Young,'Adele',"""None"""
0.11308971851040525,2021-10-23,126,0.0890870806374748,Classic,'MKTO',"""None"""
0.11308971851040525,2021-10-23,140,0.08451542547285165,Ateo,'C. Tangana',"""'Nathy Peluso'"""
0.11308971851040525,2021-10-23,146,0.0827605888602368,Coracao Cachorro,'Avine Vinny E Matheus Fernandes',"""None"""
0.11308971851040525,2021-10-23,164,0.07808688094430304,Acapulco,'Jason Derulo',"""None"""
0.11308971851040525,2021-10-23,165,0.0778498944161523,Careless Whisper,'Wham!',"""'George Michael'"""
0.11308971851040525,2021-10-23,166,0.07761505257063328,No Time To Die,'Billie Eilish',"""None"""
0.11308971851040525,2021-10-23,169,0.07692307692307693,Edamame,'bbno$',"""'Rich Brian'"""
0.11308971851040525,2021-10-23,174,0.07580980435789034,Revoada No Colchao,'Ze Felipe E Marcynho Sensacao',"""None"""
0.11308971851040525,2021-10-23,195,0.0716114874039433,Easy On Me,'Adele',"""None"""
0.11308971851040525,2021-10-23,198,0.07106690545187015,Way Bigger,'Don Toliver',"""None"""
0.11500647645125958,2021-10-30,25,0.2,Bubbly,'Young Thug',"""'Drake', 'Travis Scott'"""
0.11500647645125958,2021-10-30,32,0.17677669529663687,Let Somebody Go,'Coldplay',"""'Selena Gomez'"""
0.11500647645125958,2021-10-30,48,0.14433756729740646,Indigo,'Camilo y Evaluna',"""None"""
0.11500647645125958,2021-10-30,54,0.13608276348795434,Love In The Dark,'Adele',"""None"""
0.11500647645125958,2021-10-30,64,0.125,Set Fire To The Rain,'Adele',"""None"""
0.11500647645125958,2021-10-30,67,0.12216944435630522,Pissed Me Off,'Lil Durk',"""None"""
0.11500647645125958,2021-10-30,71,0.11867816581938533,Hello,'Adele',"""None"""
0.11500647645125958,2021-10-30,79,0.1125087900926024,Send My Love (To Your New Lover),'Adele',"""None"""
0.11500647645125958,2021-10-30,92,0.10425720702853739,Better Days,'NEIKED',"""'Mae Muller', 'Polo G'"""
0.11500647645125958,2021-10-30,95,0.10259783520851541,Livin It Up,'Young Thug',"""'Post Malone', 'A$AP Rocky'"""
0.11500647645125958,2021-10-30,105,0.09759000729485333,Ex For A Reason,'Summer Walker',"""'JT'"""
0.11500647645125958,2021-10-30,107,0.09667364890456635,Akeboshi,'LiSA',"""None"""
0.11500647645125958,2021-10-30,110,0.09534625892455924,All I Ask,'Adele',"""None"""
0.11500647645125958,2021-10-30,113,0.09407208683835973,Chasing Pavements,'Adele',"""None"""
0.11500647645125958,2021-10-30,114,0.0936585811581694,Stressed,'Young Thug',"""'J. Cole', 'T-Shyne'"""
0.11500647645125958,2021-10-30,128,0.08838834764831843,Somebody's Watching Me,'Rockwell',"""None"""
0.11500647645125958,2021-10-30,135,0.08606629658238704,Make You Feel My Love,'Adele',"""None"""
0.11500647645125958,2021-10-30,140,0.08451542547285165,Let's Go Brandon,'Loza Ale',"""'ander'"""
0.11500647645125958,2021-10-30,143,0.08362420100070908,Sante,'Stromae',"""None"""
0.11500647645125958,2021-10-30,153,0.08084520834544433,Rich N***a Shit,'Young Thug',"""'Juice WRLD'"""
0.11500647645125958,2021-10-30,164,0.07808688094430304,Boy,'King Gnu',"""None"""
0.11500647645125958,2021-10-30,186,0.07332355751067665,I Love You So,'The Walters',"""None"""
0.11500647645125958,2021-10-30,188,0.07293249574894728,Venom,'Eminem',"""None"""
0.11692323439211391,2021-11-06,10,0.31622776601683794,Moth To A Flame,'Swedish House Mafia',"""'The Weeknd'"""
0.11692323439211391,2021-11-06,19,0.22941573387056174,SG,'DJ Snake',"""'Ozuna', 'Lisa', 'Megan Thee Stallion'"""
0.11692323439211391,2021-11-06,68,0.12126781251816648,Rock With You,'SEVENTEEN',"""None"""
0.11692323439211391,2021-11-06,78,0.11322770341445956,Let's Go Brandon,'Bryson Gray',"""'Tyson James', 'Chandler Crump'"""
0.11692323439211391,2021-11-06,92,0.10425720702853739,Not In The Mood,'Lil Tjay',"""'Fivio Foreign', 'Kay Flock'"""
0.11692323439211391,2021-11-06,131,0.0873704056661038,Ghost Town,'Benson Boone',"""None"""
0.11692323439211391,2021-11-06,148,0.08219949365267865,Demons,'Imagine Dragons',"""None"""
0.11692323439211391,2021-11-06,155,0.08032193289024989,Present,'Khalid',"""None"""
0.11692323439211391,2021-11-06,186,0.07332355751067665,Favorite,'NCT 127',"""None"""
0.11883999233296824,2021-11-13,11,0.30151134457776363,Overpass Graffiti,'Ed Sheeran',"""None"""
0.11883999233296824,2021-11-13,48,0.14433756729740646,First Times,'Ed Sheeran',"""None"""
0.11883999233296824,2021-11-13,60,0.12909944487358055,2step,'Ed Sheeran',"""'Lil Baby'"""
0.11883999233296824,2021-11-13,68,0.12126781251816648,Tides,'Ed Sheeran',"""None"""
0.11883999233296824,2021-11-13,90,0.10540925533894598,Toxic,'Boy',"""'Uke'"""
0.11883999233296824,2021-11-13,94,0.10314212462587934,Enemy,'Imagine Dragons',"""'JID'"""
0.11883999233296824,2021-11-13,99,0.10050378152592121,The Joker And The Queen,'Ed Sheeran',"""'Taylor Swift'"""
0.11883999233296824,2021-11-13,101,0.09950371902099892,Collide,'Ed Sheeran',"""None"""
0.11883999233296824,2021-11-13,106,0.09712858623572641,Leave Your Life,'Ed Sheeran',"""None"""
0.11883999233296824,2021-11-13,118,0.09205746178983235,Stop The Rain,'Ed Sheeran',"""None"""
0.11883999233296824,2021-11-13,120,0.09128709291752768,"Spooky, Scary Skeletons",'Andrew Gold',"""None"""
0.11883999233296824,2021-11-13,121,0.09090909090909091,Demon High,'Lil Uzi Vert',"""None"""
0.11883999233296824,2021-11-13,134,0.08638684255813601,Love In Slow Motion,'Ed Sheeran',"""None"""
0.11883999233296824,2021-11-13,136,0.08574929257125441,Sad Girlz Luv Money,'Amaarae',"""'Moliy', 'Kali Uchis'"""
0.11883999233296824,2021-11-13,150,0.08164965809277261,Do It To It,'Acraze',"""'Cherish'"""
0.11883999233296824,2021-11-13,159,0.07930515857181442,Dictadura,'Anuel AA',"""None"""
0.11883999233296824,2021-11-13,182,0.07412493166611012,Nuestra Cancion,'Monsieur Perine',"""'Vicente Garcia'"""
0.11883999233296824,2021-11-13,185,0.07352146220938077,XOXO,'JEON SOMI',"""None"""
0.11883999233296824,2021-11-13,197,0.07124704998790965,Tell It To My Heart,'MEDUZA',"""'Hozier'"""
0.12075675027382256,2021-11-20,9,0.3333333333333333,One Right Now,'Post Malone',"""'The Weeknd'"""
0.12075675027382256,2021-11-20,10,0.31622776601683794,Escape Plan,'Travis Scott',"""None"""
0.12075675027382256,2021-11-20,12,0.2886751345948129,Smokin Out The Window,'Silk Sonic (Bruno Mars',"""'Anderson .Paak)'"""
0.12075675027382256,2021-11-20,17,0.24253562503633297,No Love,'Summer Walker',"""'SZA'"""
0.12075675027382256,2021-11-20,19,0.22941573387056174,Mafia,'Travis Scott',"""None"""
0.12075675027382256,2021-11-20,36,0.16666666666666666,Bitter,'Summer Walker',"""'Cardi B'"""
0.12075675027382256,2021-11-20,48,0.14433756729740646,Throw It Away,'Summer Walker',"""None"""
0.12075675027382256,2021-11-20,54,0.13608276348795434,Reciprocate,'Summer Walker',"""None"""
0.12075675027382256,2021-11-20,58,0.13130643285972254,Toxic,'Summer Walker',"""'Lil Durk'"""
0.12075675027382256,2021-11-20,59,0.13018891098082389,Unloyal,'Summer Walker',"""'Ari Lenno x'"""
0.12075675027382256,2021-11-20,68,0.12126781251816648,You Don’t Know Me,'Summer Walker',"""None"""
0.12075675027382256,2021-11-20,69,0.1203858530857692,Constant Bulls**t,'Summer Walker',"""None"""
0.12075675027382256,2021-11-20,75,0.11547005383792514,Insane,'Summer Walker',"""None"""
0.12075675027382256,2021-11-20,87,0.10721125348377948,Circus,'Summer Walker',"""None"""
0.12075675027382256,2021-11-20,89,0.105999788000636,The Motto,'Tiesto',"""'Ava Ma x'"""
0.12075675027382256,2021-11-20,90,0.10540925533894598,Yours,'JIN',"""None"""
0.12075675027382256,2021-11-20,92,0.10425720702853739,Switch A N*gga Out,'Summer Walker',"""None"""
0.12075675027382256,2021-11-20,94,0.10314212462587934,4th Baby Mama,'Summer Walker',"""None"""
0.12075675027382256,2021-11-20,96,0.10206207261596577,Closure,'Summer Walker',"""None"""
0.12075675027382256,2021-11-20,97,0.10153461651336192,Esqueca-Me Se For Capaz,'Marilia Mendonca',"""'Maiara', 'Maraisa'"""
0.12075675027382256,2021-11-20,112,0.0944911182523068,Todo Mundo Menos Voce,'Marilia Mendonca',"""'Maiara', 'Maraisa'"""
0.12075675027382256,2021-11-20,116,0.09284766908852593,Betelgeuse,'Yuuri',"""None"""
0.12075675027382256,2021-11-20,122,0.09053574604251853,"Bzrp Music Sessions, Vol. 46",'Bizarrap',"""'Anuel AA'"""
0.12075675027382256,2021-11-20,123,0.09016696346674323,Session 33,'Summer Walker',"""None"""
0.12075675027382256,2021-11-20,130,0.08770580193070293,Enchanted,'Taylor Swift',"""None"""
0.12075675027382256,2021-11-20,144,0.08333333333333333,Dat Right There,'Summer Walker',"""'Pharrell Williams', 'The Neptunes'"""
0.12075675027382256,2021-11-20,150,0.08164965809277261,Screwin,'Summer Walker',"""'Omarion'"""
0.12075675027382256,2021-11-20,156,0.08006407690254357,Broken Promises,'Summer Walker',"""None"""
0.12075675027382256,2021-11-20,166,0.07761505257063328,Salimo de Noche,'Tiago PZK',"""'Trueno'"""
0.12075675027382256,2021-11-20,177,0.07516460280028289,Lost In The Fire,'Gesaffelstein',"""'The Weeknd'"""
0.12075675027382256,2021-11-20,190,0.07254762501100116,Mon Amour,'zzoilo',"""None"""
0.12075675027382256,2021-11-20,195,0.0716114874039433,Jumpin,'NLE Choppa',"""'Polo G'"""
0.12267350821467689,2021-11-27,1,1.0,All Too Well (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,12,0.2886751345948129,State Of Grace (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,13,0.2773500981126146,Red (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,17,0.24253562503633297,Already Dead,'Juice WRLD',"""None"""
0.12267350821467689,2021-11-27,22,0.21320071635561041,I Bet You Think About Me (Taylor's Version) (From The Vault),'Taylor Swi feat.',"""'Chris Stapleton'"""
0.12267350821467689,2021-11-27,23,0.20851441405707477,I Knew You Were Trouble (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,24,0.20412414523193154,Run (Taylor's Version) (From The Vault),'Taylor Swi feat.',"""'Ed Sheeran'"""
0.12267350821467689,2021-11-27,30,0.18257418583505536,22 (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,33,0.17407765595569785,Nothing New (Taylor's Version) (From The Vault),'Taylor Swi feat.',"""'Phoebe Bridgers'"""
0.12267350821467689,2021-11-27,34,0.17149858514250882,La Fama,'Rosalia',"""'The Weeknd'"""
0.12267350821467689,2021-11-27,41,0.15617376188860607,We Are Never Ever Getting Back Together (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,42,0.1543033499620919,Treacherous (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,46,0.14744195615489714,Better Man (Taylor's Version) (From The Vault),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,50,0.1414213562373095,Message In A Bottle (Taylor's Version) (From The Vault),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,52,0.1386750490563073,Scientist,'TWICE',"""None"""
0.12267350821467689,2021-11-27,54,0.13608276348795434,I Almost Do (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,58,0.13130643285972254,Bad Man (Smooth Criminal),'Polo G',"""None"""
0.12267350821467689,2021-11-27,59,0.13018891098082389,Everything Has Changed (Taylor's Version),'Taylor Swi feat.',"""'Ed Sheeran'"""
0.12267350821467689,2021-11-27,61,0.12803687993289598,The Last Time (Taylor's Version),'Taylor Swi feat.',"""'Gary Lightbody Of Snow Patrol'"""
0.12267350821467689,2021-11-27,63,0.1259881576697424,abcdefu,'GAYLE',"""None"""
0.12267350821467689,2021-11-27,66,0.12309149097933272,Stay Stay Stay (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,68,0.12126781251816648,The Very First Night (Taylor's Version) (From The Vault),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,71,0.11867816581938533,Babe (Taylor's Version) (From The Vault),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,74,0.11624763874381928,Blast Off,'Silk Sonic (Bruno Mars',"""'Anderson .Paak)'"""
0.12267350821467689,2021-11-27,76,0.11470786693528087,Begin Again (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,77,0.11396057645963795,Holy Ground (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,78,0.11322770341445956,After Last Night,'Silk Sonic (Bruno Mars',"""'Anderson .Paak)', 'Thundercat', 'Bootsy Collins'"""
0.12267350821467689,2021-11-27,87,0.10721125348377948,Forever Winter (Taylor's Version) (From The Vault),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,92,0.10425720702853739,Fly As Me,'Silk Sonic (Bruno Mars',"""'Anderson .Paak)'"""
0.12267350821467689,2021-11-27,93,0.10369516947304253,The Lucky One (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,94,0.10314212462587934,Sad Beautiful Tragic (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,95,0.10259783520851541,The Moment I Knew (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,97,0.10153461651336192,Come Back...Be Here (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,102,0.09901475429766744,Starlight (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,103,0.09853292781642932,Put On A Smile,'Silk Sonic (Bruno Mars',"""'Anderson .Paak)'"""
0.12267350821467689,2021-11-27,105,0.09759000729485333,Feel Like Shit,'Tate McRae',"""None"""
0.12267350821467689,2021-11-27,118,0.09205746178983235,Girl At Home (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,122,0.09053574604251853,Doin' This,'Luke Combs',"""None"""
0.12267350821467689,2021-11-27,132,0.08703882797784893,777,'Silk Sonic (Bruno Mars',"""'Anderson .Paak)'"""
0.12267350821467689,2021-11-27,133,0.086710996952412,Bite Me,'Avril Lavigne',"""None"""
0.12267350821467689,2021-11-27,141,0.0842151921066519,Bar,'TINI',"""'L-Gante'"""
0.12267350821467689,2021-11-27,142,0.08391813582966891,Ronan (Taylor's Version),'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,145,0.08304547985373997,Ameaca,'Paulo Pires',"""'MC Danny E Marcynho Sensacao'"""
0.12267350821467689,2021-11-27,157,0.07980868844676221,Blank Space,'Taylor Swift',"""None"""
0.12267350821467689,2021-11-27,176,0.07537783614444091,Silk Sonic Intro,'Silk Sonic (Bruno Mars',"""'Anderson .Paak)'"""
0.12459026615553122,2021-12-04,3,0.5773502691896258,Oh My God,'Adele',"""None"""
0.12459026615553122,2021-12-04,10,0.31622776601683794,I Drink Wine,'Adele',"""None"""
0.12459026615553122,2021-12-04,12,0.2886751345948129,My Little Love,'Adele',"""None"""
0.12459026615553122,2021-12-04,13,0.2773500981126146,Can I Get It,'Adele',"""None"""
0.12459026615553122,2021-12-04,18,0.23570226039551587,Strangers By Nature,'Adele',"""None"""
0.12459026615553122,2021-12-04,19,0.22941573387056174,To Be Loved,'Adele',"""None"""
0.12459026615553122,2021-12-04,21,0.2182178902359924,Cry Your Heart Out,'Adele',"""None"""
0.12459026615553122,2021-12-04,25,0.2,Hold On,'Adele',"""None"""
0.12459026615553122,2021-12-04,27,0.19245008972987526,All Night Parking (Interlude),'Adele',"""'Erroll Garner'"""
0.12459026615553122,2021-12-04,28,0.1889822365046136,Woman Like Me,'Adele',"""None"""
0.12459026615553122,2021-12-04,33,0.17407765595569785,Love Is A Game,'Adele',"""None"""
0.12459026615553122,2021-12-04,114,0.0936585811581694,Subelo,'Anuel AA',"""'Myke Towers', 'Jhay Cortez'"""
0.12459026615553122,2021-12-04,165,0.0778498944161523,I Am Woman,'Emmy Meli',"""None"""
0.12459026615553122,2021-12-04,179,0.07474350927519359,Presepada,'Marilia Mendonca',"""'Maiara', 'Maraisa'"""
0.12650702409638553,2021-12-11,55,0.13483997249264842,Kimini Muchuu,'Hikaru Utada',"""None"""
0.12650702409638553,2021-12-11,119,0.09166984970282113,By Your Side,'Rod Wave',"""None"""
0.12650702409638553,2021-12-11,126,0.0890870806374748,Die For You,'The Weeknd',"""'Ariana Grande'"""
0.12650702409638553,2021-12-11,130,0.08770580193070293,Super Gremlin,'Kodak Black',"""None"""
0.12650702409638553,2021-12-11,169,0.07692307692307693,Dance Crip,'Trueno',"""None"""
0.12650702409638553,2021-12-11,178,0.07495316889958614,Medallo,'Blessd',"""'Justin Quiles', 'Lenny Tavarez'"""
0.12650702409638553,2021-12-11,180,0.07453559924999299,Infinity,'Jaymes Young',"""None"""
0.12650702409638553,2021-12-11,195,0.0716114874039433,Christmas Tree Farm (Old Timey Version),'Taylor Swift',"""None"""
0.12650702409638553,2021-12-11,198,0.07106690545187015,Always Been You,'Jessie Murph',"""None"""
0.12842378203723986,2021-12-18,11,0.30151134457776363,I Hate U,'SZA',"""None"""
0.12842378203723986,2021-12-18,20,0.22360679774997896,Merry Christmas,'Ed Sheeran',"""'Elton John'"""
0.12842378203723986,2021-12-18,44,0.15075567228888181,Wandered To LA.,'Juice WRLD',"""'Justin Bieber'"""
0.12842378203723986,2021-12-18,66,0.12309149097933272,Zankyosanka,'Aimer',"""None"""
0.12842378203723986,2021-12-18,68,0.12126781251816648,Eleven,'IVE',"""None"""
0.12842378203723986,2021-12-18,75,0.11547005383792514,It'll Be Okay,'Shawn Mendes',"""None"""
0.12842378203723986,2021-12-18,115,0.09325048082403138,Jefe,'Ninho',"""None"""
0.12842378203723986,2021-12-18,118,0.09205746178983235,Don't Play,'Polo G',"""'Lil Baby'"""
0.12842378203723986,2021-12-18,167,0.07738232325341368,Winter Wonderland,'Darlene Love',"""None"""
0.12842378203723986,2021-12-18,192,0.07216878364870323,Tacones Rojos,'Sebastian Yatra',"""None"""
0.12842378203723986,2021-12-18,198,0.07106690545187015,Just Look Up,'Ariana Grande',"""'Kid Cudi'"""
0.1303405399780942,2021-12-25,37,0.1643989873053573,Girl Of My Dreams,'Juice WRLD',"""'SUGA'"""
0.1303405399780942,2021-12-25,43,0.15249857033260467,Burn,'Juice WRLD',"""None"""
0.1303405399780942,2021-12-25,65,0.12403473458920847,Feline,'Juice WRLD',"""'Polo G', 'Trippie Redd'"""
0.1303405399780942,2021-12-25,85,0.10846522890932808,Ichizu,'King Gnu',"""None"""
0.1303405399780942,2021-12-25,90,0.10540925533894598,Rockstar In His Prime,'Juice WRLD',"""None"""
0.1303405399780942,2021-12-25,93,0.10369516947304253,You Wouldn't Understand,'Juice WRLD',"""None"""
0.1303405399780942,2021-12-25,102,0.09901475429766744,Doom,'Juice WRLD',"""None"""
0.1303405399780942,2021-12-25,117,0.09245003270420485,Go Hard,'Juice WRLD',"""None"""
0.1303405399780942,2021-12-25,120,0.09128709291752768,Not Enough,'Juice WRLD',"""None"""
0.1303405399780942,2021-12-25,151,0.08137884587711594,Man In The Mirror,'A Boogie Wit da Hoodie',"""None"""
0.1303405399780942,2021-12-25,152,0.08111071056538127,Pope Is A Rockstar,'SALES',"""None"""
0.1303405399780942,2021-12-25,158,0.079555728417573,I'll Be Home For Christmas,'Camila Cabello',"""None"""
0.1303405399780942,2021-12-25,159,0.07930515857181442,From My Window,'Juice WRLD',"""None"""
0.1303405399780942,2021-12-25,163,0.07832604499879574,Relocate,'Juice WRLD',"""None"""
0.1303405399780942,2021-12-25,174,0.07580980435789034,Christmas (Baby Please Come Home),'Mariah Carey',"""None"""
0.1303405399780942,2021-12-25,194,0.07179581586177382,Feel Alone,'Juice WRLD',"""None"""
0.1303405399780942,2021-12-25,195,0.0716114874039433,Pick Out A Christmas Tree,'Dan',"""'Shay'"""
0.13225729791894852,2022-01-01,32,0.17677669529663687,Broadway Girls,'Lil Durk',"""'Morgan Wallen'"""
0.13225729791894852,2022-01-01,48,0.14433756729740646,Sausage Rolls For Everyone,'LadBaby',"""'Ed Sheeran', 'Elton John'"""
0.13225729791894852,2022-01-01,133,0.086710996952412,"Santa, Can't You Hear Me",'Kelly Clarkson',"""'Ariana Grande'"""
0.13225729791894852,2022-01-01,138,0.08512565307587486,25 Million,'Roddy Ricch',"""None"""
0.13225729791894852,2022-01-01,165,0.0778498944161523,The Christmas Sweater,'Michael Buble',"""None"""
0.13225729791894852,2022-01-01,175,0.07559289460184544,Boris Johnson Is STILL A Fucking Cunt,'The Kunts',"""None"""
0.13225729791894852,2022-01-01,177,0.07516460280028289,Vai La Em Casa Hoje,'George Henrique',"""'Rodrigo', 'Marilia Mendonca'"""
0.13225729791894852,2022-01-01,180,0.07453559924999299,"Mary, Did You Know?",'Pentatoni x',"""None"""
0.13225729791894852,2022-01-01,181,0.07432941462471664,Hibachi,'Roddy Ricch',"""'Kodak Black', '21 Savage'"""
0.13225729791894852,2022-01-01,185,0.07352146220938077,Where Are You Christmas?,'Faith Hill',"""None"""
0.13225729791894852,2022-01-01,191,0.07235746052924216,Desesperados,'Rauw Alejandro',"""'Chencho Corleone'"""
0.13225729791894852,2022-01-01,200,0.07071067811865475,Moved To Miami,'Roddy Ricch',"""'Lil Baby'"""
0.13417405585980285,2022-01-08,51,0.14002800840280097,Christmas Tree,'V',"""None"""
0.13417405585980285,2022-01-08,71,0.11867816581938533,Peru,'Fireboy DML',"""'Ed Sheeran'"""
0.13417405585980285,2022-01-08,74,0.11624763874381928,We Don't Talk About Bruno,'Carolina Gaitan',"""'Mauro Castillo', 'Adassa', 'Rhenzy Feliz', 'Diane Guerrero', 'Stephanie Beatriz', 'Encanto Cast'"""
0.13417405585980285,2022-01-08,95,0.10259783520851541,Sakayume,'King Gnu',"""None"""
0.13417405585980285,2022-01-08,98,0.10101525445522107,Surface Pressure,'Jessica Darrow',"""None"""
0.13417405585980285,2022-01-08,149,0.08192319205190406,Toma Toma Vapo Vapo,'Ze Felipe',"""'MC Danny'"""
0.13417405585980285,2022-01-08,163,0.07832604499879574,Malvadao 3,'Xama',"""'Gustah', 'Neo Beats'"""
